name;site;code;type;longitude;latitude;height
Narbonensis;Frejus;CAMILIMELISSI;Dressel 20 parva;6.735237;43.432858;0
Britannia;London;LSL;Dressel 20;-0.093145;51.514248;0
Baetica;Puerto Real;SOC;Amphora incerta;-6.191022;36.528604;0
Dalmatia;Lezhe;LTAR;Lamboglia 2;19.643611;41.783611;0
Italia;Ostia Antica;ILFT;Dressel 20;12.283333;41.75;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Britannia;Manchester;LMVE;Dressel 20;-2.216667;53.5;0
Tarraconensis;Minorca;PH;Pascual 1;4;40;0
Italia;Canale Giancola;LIBO;Brindisian amphora;17.85;40.683333;0
Narbonensis;Lattes;ANTA;Dressel 1;3.904604;43.567522;0
Italia;Brindisi;HPAIOC;Brindisian amphora;17.933333;40.633333;0
Germania Superior;Nida-Heddernheim;QMCALIAIDIS;Dressel 20;8.645835;50.159548;0
Italia;Brindisi;PERDICAS;Brindisian amphora;17.933333;40.633333;0
Italia;Calderara di Reno;CIA;Dressel 2-4;11.266667;44.566667;0
Italia;Altino;VARIPACCI;Dressel 6B;12.393333;45.544444;0
Italia;Canale Giancola;AENEAS;Brindisian amphora;17.85;40.683333;0
Lugdunensis;Nuits-Saint-Georges;SACIROF;Mortarium;4.949001;47.136829;0
Raetia;Kempten;C;Dressel 9;10.315858;47.732209;0
Narbonensis;Baie de la Ciotat;PILOPILOTA;Dressel 1;5.65;43.166668;0
Africa Proconsularis;Cartago;AX;Amphora incerta;10.333333;36.866667;0
Raetia;Kempten;A;Dressel 20;10.315858;47.732209;0
Italia;Verona;PRIMVSGAVI;Amphora incerta;11;45.45;0
Dalmatia;Split;OCPA;Dressel 20;16.455833;43.513889;0
Tarraconensis;Tarragona;MILODNFS;Amphora incerta;1.25;41.116667;0
Lugdunensis;Allerey;M;Dressel 1;4.344527;47.450476;0
Aquitania;Boe;LM;Dressel 1B;0.62905;44.160065;0
Germania Superior;Mainz;IVCVNDI;Dressel 20;8.279096;49.984188;0
Belgica;Velzeke-Ruddershove;QVALCO;Dressel 10;3.76151;50.884364;0
Italia;Padova;AP;Dressel 6B;11.883333;45.416667;0
Narbonensis;Rade d'Agay;EPH;Dressel 2-4 Catalan;6.866667;43.433333;0
Germania Superior;Augst;TATILIASIATICI;Dressel 20;7.717205;47.536818;0
Raetia;Kempten;CPMC;Dressel 20;10.315858;47.732209;0
Italia;Brindisi;LLVCI;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Toulon;APM;Gauloise 4;5.941712;43.117705;0
Britannia;Caerleon;CANTONIQVIETI;Dressel 20;-2.958889;51.613333;0
Italia;Canale Giancola;HERMAISCI;Brindisian amphora;17.85;40.683333;0
Baetica;Brenes;PAH;Dressel 20;-5.871389;37.549445;0
Britannia;Caerleon;LVALERITROPHIMI;Dressel 20;-2.958889;51.613333;0
Italia;Canosa;MEBETILMS;Brindisian amphora;16.066667;41.216667;0
Tarraconensis;Barcelona;THEOP;Dressel 2-4 Catalan;2.1741;41.398371;0
Italia;Canale Giancola;APOLONI;Brindisian amphora;17.85;40.683333;0
Italia;Ostia Antica;VICTOR;Dressel 20;12.283333;41.75;0
Italia;Canale Giancola;PTOLEMAEI;Brindisian amphora;17.85;40.683333;0
Italia;Ostia Antica;CAP;Dressel 20;12.283333;41.75;0
Noricum;Ptuj;FELICI;Dressel 6B;15.869722;46.421389;0
Aquitania;Agen;BAR;Dressel 1;0.626641;44.199912;0
Tarraconensis;Caballeria, Cabo de;LEPMIBSCD;Africana 2;4.094782;40.089229;0
Aegyptus;Alexandria;AENBETILAENEABETIL;Brindisian amphora;29.955266;31.215645;0
Germania Superior;Mainz;VIRG;Dressel 20;8.279096;49.984188;0
Italia;Brindisi;EVTVCHI;Brindisian amphora;17.933333;40.633333;0
Italia;Brindisi;DIOPANTVS;Brindisian amphora;17.933333;40.633333;0
Italia;Ostia Antica;TEPSVRI;Africana 2D Grande;12.283333;41.75;0
Italia;Padova;PIERI;Dressel 6B;11.883333;45.416667;0
Baetica;Fuente Palmera;QDC;Dressel 20;-5.09965;37.704938;0
Italia;Pegognaga;ID;Operculum;10.85;45;0
Lugdunensis;Lyon?;AGRICOLAE;Dressel 20;4.846711;45.748457;0
Italia;Padova;CK;Dressel 6B;11.883333;45.416667;0
Italia;Ostia Antica;CAS;Dressel 20;12.283333;41.75;0
Italia;Padova;CLAEKB;Dressel 6B;11.883333;45.416667;0
Italia;Milano;ABNA;Lamboglia 2;9.2;45.466667;0
Tarraconensis;Barcelona;QND;Dressel 20;2.1741;41.398371;0
Italia;Brindisi;QOBVLTRON;Brindisian amphora;17.933333;40.633333;0
Narbonensis;Saint-Romain-en-Gal;MANNISATVRNINI;Dressel 20;4.860743;45.531592;0
Narbonensis;Geneve;OPTSAEN;Dressel 20;6.148113;46.195602;0
Britannia;Colchester;LSL;Dressel 20;0.9;51.883333;0
Narbonensis;Perpignan;ROM;Dressel 20;2.897098;42.696172;0
Lugdunensis;Lyon?;PONTICI;Dressel 20;4.846711;45.748457;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Lugdunensis;Avallon;RAMUSPALMAE;Dressel 1A;3.914723;47.49181;0
Lugdunensis;Malain;TRIDENTS;Dressel 1;4.798681;47.326304;0
Belgica;Metz;MAEMRV;Dressel 20;6.175875;49.115461;0
Narbonensis;Port-Vendres;PHILO;Dressel 20;3.104371;42.517594;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Italia;Ostia Antica;CLM;Dressel 20;12.283333;41.75;0
Narbonensis;Saint-Romain-en-Gal;SCALESIARO;Dressel 20;4.860743;45.531592;0
Baetica;Lora del Rio;ENNIORVMIVLIORVM;Dressel 20;-5.52751;37.658961;0
Caledonia;Bearsden;DOM;Dressel 20;-4.35;55.916667;0
Narbonensis;Vienne;AMVELMA;Dressel 20;4.873453;45.524785;0
Italia;Canale Giancola;LVKAON;Brindisian amphora;17.85;40.683333;0
Tarraconensis;Sant Boi de Llobregat;IVLIANICETI;Pascual 1;2.040791;41.342647;0
Tarraconensis;Barcelona;A;Dressel 2-4 Catalan;2.1741;41.398371;0
Tarraconensis;Badalona;CHR;Dressel 2-4 Catalan;2.244789;41.447145;0
Narbonensis;Aspiran,Herault;LAETI;Pascual 1 similis;3.449751;43.565809;0
Italia;Cosa;HERMO;Dressel 1A;12.896389;46.057778;0
Narbonensis;Rade d'Agay;ER;Dressel 2-4 Catalan;6.866667;43.433333;0
Germania Superior;Mainz;SALS;Dressel 20;8.279096;49.984188;0
Italia;Maranello;MNV;Lamboglia 2;10.866667;44.533333;0
Caledonia;East Ayrshire;M;Dressel 20;-4.25;55.5;0
Lugdunensis;Nuits-Saint-Georges;ACIRGI;Dressel 20;4.949001;47.136829;0
Germania Superior;Baden;CMS;Dressel 20;8.302764;47.478029;0
Narbonensis;Fos-Sur-Mer;CPCSVB;Dressel 20;4.945717;43.438569;0
Narbonensis;La Garde;SESANCORA;Dressel 1A;6.266667;44.433333;0
Tarraconensis;Sant Boi de Llobregat;FELI;Dressel 2-4 Catalan;2.040791;41.342647;0
Lugdunensis;Lyon?;SES;Dressel 1;4.846711;45.748457;0
Raetia;Chur;FIRMIFAVORI;Mortarium;9.526918;46.856753;0
Baetica;Almodovar del Rio;THALI;Dressel 20;-5.02037;37.810702;0
Lugdunensis;Nuits-Saint-Georges;LVC;Dressel 20;4.949001;47.136829;0
Italia;Canale Giancola;DAMATRI;Brindisian amphora;17.85;40.683333;0
Baetica;Hornachuelos;LFC;Dressel 20;-5.233333;37.833333;0
Italia;Brindisi;LPVBLILI;Brindisian amphora;17.933333;40.633333;0
Italia;Oderzo;FA;Dressel 6B;12.488056;45.78;0
Baetica;Lora del Rio;POBPOD;Dressel 20;-5.52751;37.658961;0
Italia;Brindisi;DAZIO;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Madrid;MDHER;Dolium;-3.707721;40.412752;0
Germania Superior;Augst;CSEMPRONIPOLYCLITI;Dressel 20;7.717205;47.536818;0
Belgica;Trier;LFC;Dressel 20;6.636628;49.75979;0
Italia;Oderzo;VARIPACCI;Dressel 6B;12.488056;45.78;0
Italia;Oderzo;FVI;Dressel 6B;12.488056;45.78;0
Aquitania;Poitiers;CI;Amphora incerta;0.333333;46.583333;0
Baetica;Lora del Rio;POPVLI;Dressel 20;-5.52751;37.658961;0
Dalmatia;Lezhe;SOTIO;Lamboglia 2;19.643611;41.783611;0
Germania Superior;Avenches;TFA;Dressel 20;7.041042;46.880888;0
Britannia;Corbridge;SFE;Dressel 20;-2.016667;54.966667;0
Africa Proconsularis;Nabeul;FF;Africana 1A pic.;10.73763;36.456058;0
Italia;Albinia;DIS;Dressel 1C;11.25;42.5;0
Baetica;Alcolea del Rio;GRATI;Dressel 20;-5.666942;37.615058;0
Italia;Brindisi;MENECRATES;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Elche;PFIGHIS;Dressel 28;-0.706103;38.264987;0
Britannia;Corbridge;LQS;Dressel 20;-2.016667;54.966667;0
Belgica;Titelberg;SAI;Dressel 1;5.859722;49.540278;0
Italia;Brindisi;APOLONI;Brindisian amphora;17.933333;40.633333;0
Germania Inferior;Koln;SAXFERFTV;Dressel 20;6.95;50.933333;0
Italia;Canale Giancola;ARCHELA;Brindisian amphora;17.85;40.683333;0
Italia;Brindisi;POSIDONI;Brindisian amphora;17.933333;40.633333;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Lugdunensis;Lyon?;SES;Dressel 1;4.846711;45.748457;0
Tarraconensis;Sant Vicenc dels Horts;AE;Dressel 2-4 Catalan;2.007994;41.396145;0
Narbonensis;Golfe de Fos;SATVR;Dressel 7-11;4.942851;43.383543;0
Narbonensis;Nimes;LIA;Gauloise 1;4.359623;43.833778;0
Tarraconensis;Caldes de Montbui;MCN;Pascual 1;2.169444;41.629167;0
Tarraconensis;Santa Pola;GLPV;Dressel 20;-0.557868;38.19273;0
Lugdunensis;Mont-Beuvray;FE;Dressel 1;4.032143;46.92678;0
Narbonensis;Golfe de Fos;LEVMACHI;Dressel 2-4 Italian;4.942851;43.383543;0
Narbonensis;Roujan;LCFPC;Dressel 20;3.310708;43.504888;0
Narbonensis;Vienne;FSFAFOB;Dressel 20;4.873453;45.524785;0
Germania Superior;Mainz;FSCIMNIANO;Dressel 20;8.279096;49.984188;0
Narbonensis;Baie de la Ciotat;DIESC;Dressel 1;5.65;43.166668;0
Narbonensis;Rade d'Agay;FA;Dressel 2-4 Catalan;6.866667;43.433333;0
Italia;Canale Giancola;APELLAE;Brindisian amphora;17.85;40.683333;0
Germania Superior;Bad Cannstatt;MQSR;Dressel 20;9.241809;48.805827;0
Tarraconensis;Ampurias;LHEROPT;Tegula;3.117809;42.139543;0
Lugdunensis;Lyon?;CHR;Pascual 1;4.846711;45.748457;0
Britannia;Corbridge;CSTERTINIPAVLINI;Dressel 20;-2.016667;54.966667;0
Tarraconensis;Barcelona;PHILO;Dressel 2-4 Catalan;2.1741;41.398371;0
Narbonensis;Golfe de Fos;LSAR;Dressel 20;4.942851;43.383543;0
Dalmatia;Split;SAXOFERR;Dressel 20;16.455833;43.513889;0
Germania Superior;Worms;FOLS;Dressel 20;8.359164;49.632784;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Germania Superior;Avenches;QAGEMELLI;Dressel 20;7.041042;46.880888;0
Germania Superior;Dieburg;QMR;Dressel 20;8.846132;49.897382;0
Italia;Altino;PSEPVLLIP;Dressel ante 6B;12.393333;45.544444;0
Mauretania Tingitana;Banasa;VIRG;Dressel 20;-6.115818;34.60144;0
Narbonensis;Golfe de Fos;LSAR;Dressel 20;4.942851;43.383543;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Germania Superior;Frankfurt am Main;PORMFDIAB;Dressel 20;8.684167;50.11552;0
Italia;Bologna;PARHAEBID;Amphora incerta;11.333333;44.483333;0
Narbonensis;Vienne;MIAPS;Dressel 20;4.873453;45.524785;0
Belgica;Titelberg;CORONA;Dressel 1;5.859722;49.540278;0
Noricum;Magdalensberg;APTI;Dressel 6B;14.966667;46.65;0
Germania Superior;Kastell Marienfels;CSTERTINIPAVLLINI;Dressel 20;8.618248;48.168228;0
Narbonensis;Sainte-Colombe;QCR;Dressel 20;4.861363;45.524737;0
Germania Superior;Augst;EROTIS;Dressel 20;7.717205;47.536818;0
Aquitania;Saintes;LQS;Dressel 20;-0.631674;45.745604;0
Lugdunensis;Mont-Beuvray;AP;Dressel 1;4.032143;46.92678;0
Tarraconensis;Badalona;VAS;Pascual 1;2.244789;41.447145;0
Lugdunensis;Mont-Beuvray;PAP;Dressel 1;4.032143;46.92678;0
Baetica;Penaflor;QSL;Dressel 20;-5.34504;37.708919;0
Germania Superior;Niederbieber;CMM;Dressel 20;8.566917;50.271515;0
Lugdunensis;Malain;C;Dressel 1;4.798681;47.326304;0
Narbonensis;Saint-Romain-en-Gal;LVALERITROPHIMI;Dressel 20;4.860743;45.531592;0
Germania Superior;Rottenburg;POROCC;Dressel 20;8.93975;48.476092;0
Lugdunensis;Nuits-Saint-Georges;VIBRVIVF;Mortarium;4.949001;47.136829;0
Tarraconensis;Calella;MAX;Pascual 1;2.667809;41.618024;0
Tarraconensis;Mataro;ABDA;Pascual 1;2.444503;41.542113;0
Britannia;Corbridge;FSCIMNIANO;Dressel 20;-2.016667;54.966667;0
Tarraconensis;Ampurias;ANT;Dressel 1;3.117809;42.139543;0
Tarraconensis;San Pedro;VICTORIA;Lamboglia 2;-0.751789;37.802242;0
Italia;Brindisi;APELAES;Brindisian amphora;17.933333;40.633333;0
Africa Proconsularis;Cartago;PAS;Pascual 1;10.333333;36.866667;0
Italia;Canale Giancola;DEMETRI;Brindisian amphora;17.85;40.683333;0
Tarraconensis;Sant Vicenc dels Horts;SYN;Pascual 1;2.007994;41.396145;0
Lusitania;Alcacer do Sal?;LFO;Dressel 20;-8.514436;38.373258;0
Italia;Padova;LLRO;Amphora incerta;11.883333;45.416667;0
Tarraconensis;Mataro;ANDONSVVL;Pascual 1;2.444503;41.542113;0
Narbonensis;Golfe de Fos;BAA;Dressel 1;4.942851;43.383543;0
Italia;Ostia Antica;PNN;Dressel 20;12.283333;41.75;0
Tarraconensis;Elche;IN;Lamboglia 2;-0.706103;38.264987;0
Britannia;London;CANTONIQVIETI;Dressel 20;-0.093145;51.514248;0
Baetica;Fuente Palmera;VAR;Dressel 20;-5.09965;37.704938;0
Narbonensis;Entremont;CLSE;Dressel 1;6.389464;45.956037;0
Britannia;Corbridge;MMCS;Dressel 20;-2.016667;54.966667;0
Italia;Canale Giancola;DEMETRI;Brindisian amphora;17.85;40.683333;0
Germania Superior;Nida-Heddernheim;LC;Dressel 20;8.645835;50.159548;0
Italia;Brindisi;PILEMO;Brindisian amphora;17.933333;40.633333;0
Britannia;London;PMH;Dressel 20;-0.093145;51.514248;0
Italia;Brindisi;ANINIANA;Brindisian amphora;17.933333;40.633333;0
Italia;Canale Giancola;MANISA;Brindisian amphora;17.85;40.683333;0
Baetica;Alcolea del Rio;LQ;Dressel 20;-5.666942;37.615058;0
Italia;Brindisi;VEHILI;Brindisian amphora;17.933333;40.633333;0
Lugdunensis;Lyon?;RVFINIATITTAE;Dressel 20;4.846711;45.748457;0
Britannia;Caerwent;MSM;Dressel 20;-2.766667;51.61;0
Baetica;Puerto Real;MAAAT;Amphora incerta;-6.191022;36.528604;0
Britannia;Attingham;SPAH;Amphora incerta;-2.666667;52.683333;0
Narbonensis;Nimes;PASSERARIA;Dressel 20;4.359623;43.833778;0
Britannia;Hengistbury Head;BELLICANAPAGALENI;Dressel 20;-1.748246;50.71376;0
Italia;Canosa;MSA;Dressel 2-4;16.066667;41.216667;0
Baetica;Alcolea del Rio;LQS;Dressel 20;-5.666942;37.615058;0
Britannia;Cirencester;FSCIMNIANO;Dressel 20;-1.983333;51.733333;0
Italia;Tournus;HE;Dressel 1;6.75;44.466667;0
Britannia;Corbridge;ACIRGI;Dressel 20;-2.016667;54.966667;0
Tarraconensis;Sant Vicenc dels Horts;IVLI;Dressel 2-4 Catalan;2.007994;41.396145;0
Narbonensis;Narbonne;CNFVLSEC;Pascual 1;3.008816;43.184417;0
Narbonensis;Golfe de Fos;GAVFL;Dressel 20;4.942851;43.383543;0
Germania Superior;Augst;SATVRNINI;Dressel 20;7.717205;47.536818;0
Tarraconensis;Mataro;AS;Pascual 1;2.444503;41.542113;0
Italia;Brindisi;HERMOGE;Brindisian amphora;17.933333;40.633333;0
Britannia;London;CALBVCI;Amphora incerta;-0.093145;51.514248;0
Narbonensis;Narbonne;MPORCI;Pascual 1;3.008816;43.184417;0
Germania Superior;Augst;M;Dressel 20;7.717205;47.536818;0
Tarraconensis;Sant Boi de Llobregat;PRM;Dressel 2-4 Catalan;2.040791;41.342647;0
Corsica et Sardinia;Iles Lavezzi;VIC;Dressel 2-4 Catalan;9.254185;41.341096;0
Narbonensis;Baie de la Ciotat;NAEPOR;Dressel 1;5.65;43.166668;0
Narbonensis;Marseille;QIM;Dressel 20;5.37606;43.285413;0
Italia;Padova;AP;Amphora incerta;11.883333;45.416667;0
Germania Superior;Frankfurt am Main;ELPIST;Dressel 20;8.684167;50.11552;0
Tarraconensis;Sant Vicenc dels Horts;SYN;Dressel 2-4 Catalan;2.007994;41.396145;0
Italia;Canale Giancola;LIBO;Brindisian amphora;17.85;40.683333;0
Aquitania;Cahors;VRITTILA;Dressel 20;1.43924;44.454598;0
Aquitania;Chateaumeillant;AR;Dressel 1;2.195146;46.562194;0
Baetica;Palma del Rio;ABF;Dressel 20;-5.281208;37.700239;0
Tarraconensis;Barcelona;QVA;Pascual 1;2.1741;41.398371;0
Italia;Oderzo;PIERI;Dressel 6B;12.488056;45.78;0
Dalmatia;Lezhe;DIONIS;Lamboglia 2;19.643611;41.783611;0
Britannia;Braughing;SIGNUM;Dressel 1A;0.016667;51.9;0
Britannia;London;C;Dressel 20;-0.093145;51.514248;0
Aegyptus;Alexandria;CANINI;Brindisian amphora;29.955266;31.215645;0
Baetica;Ecija;LFC;Dressel 20;-5.082599;37.542203;0
Germania Superior;Worms;DIA;Dressel 20;8.359164;49.632784;0
Britannia;Chester;ALFO;Dressel 20;-2.916667;53.2;0
Italia;Ostia Antica;LVA;Dressel 20;12.283333;41.75;0
Italia;Canale Giancola;AENEAE;Brindisian amphora;17.85;40.683333;0
Italia;Modena;CD;Amphora incerta;10.9;44.5;0
Britannia;Caerleon;PMSC;Dressel 20;-2.958889;51.613333;0
Corsica et Sardinia;Porto Torres;CISSVL;Africana 2D Grande;8.397222;40.835;0
Baetica;Carmona;LM;Dressel 20;-5.646083;37.471248;0
Germania Superior;Orlen;QMR;Dressel 20;8.186805;50.181629;0
Italia;Brindisi;KEPHALONOSKEFALONOS;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Sant Vicenc dels Horts;ILEGIBILE;Pascual 1;2.007994;41.396145;0
Italia;Brindisi;MENECRATES;Brindisian amphora;17.933333;40.633333;0
Italia;Canale Giancola;ARCHELA;Brindisian amphora;17.85;40.683333;0
Tarraconensis;Cap de Creus;CMARISILVANI;Dressel 20;3.321807;42.318238;0
Belgica;Bavay;LFO;Dressel 20;3.796155;50.298052;0
Italia;Brindisi;DAEDALI;Brindisian amphora;17.933333;40.633333;0
Italia;Brindisi;APPVLEI;Brindisian amphora;17.933333;40.633333;0
Britannia;Edinburgh;QCR;Dressel 20;1.333333;51.283333;0
Britannia;Winchester;PANNIRVFI;Dressel 20;-1.316667;51.016667;0
Narbonensis;Peyrestortes;SATVR;Dressel 20;2.85232;42.754795;0
Narbonensis;Vienne;PQHEHE;Dressel 20;4.873453;45.524785;0
Italia;Ostia Antica;GPCI;Dressel 20;12.283333;41.75;0
Italia;Ostia Antica;GIF;Dressel 20;12.283333;41.75;0
Narbonensis;Port-Vendres;PHILO;Dressel 20;3.104371;42.517594;0
Narbonensis;Narbonne;F;Pascual 1;3.008816;43.184417;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Tarraconensis;La Puebla de Castro;QCCTOLO;Tegula;0.287703;42.145952;0
Germania Superior;Frankfurt am Main;SALS;Dressel 20;8.684167;50.11552;0
Narbonensis;Pomas;ANTIO;Dressel 1;2.292737;43.112;0
Britannia;Caerleon;DOM;Dressel 20;-2.958889;51.613333;0
Narbonensis;Ardeche (Alba);PCHO;Dressel 20;4.64761;44.264945;0
Narbonensis;Golfe de Fos;LANNISEC;Dressel 20;4.942851;43.383543;0
Narbonensis;Vienne;VRITIMAC;Dressel 20;4.873453;45.524785;0
Tarraconensis;Sant Vicenc dels Horts;PYR;Dressel 2-4 Catalan;2.007994;41.396145;0
Italia;Brindisi;KEPDOS;Brindisian amphora;17.933333;40.633333;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Belgica;Oermingen;PORTA;Dressel 20;7.127441;48.998986;0
Germania Inferior;Neerharen;MIP;Gauloise 4;5.682086;50.908165;0
Italia;Brindisi;HPAIOC;Brindisian amphora;17.933333;40.633333;0
Germania Superior;Bad Wimpfen;MVL;Dressel 20;9.156485;49.229708;0
Italia;Cremona;DAMA;Amphora incerta;10.033333;45.116667;0
Lugdunensis;Mont-Beuvray;D;Dressel 1;4.032143;46.92678;0
Corsica et Sardinia;Sardegna;SCG;Dressel 1C;8.44;39.881944;0
Narbonensis;Narbonne;OIVLIANTER;Pascual 1;3.008816;43.184417;0
Britannia;Colchester;QCC;Dressel 20;0.9;51.883333;0
Italia;Brindisi;APOLONI;Brindisian amphora;17.933333;40.633333;0
Italia;Oderzo;CLAEKB;Dressel 6B;12.488056;45.78;0
Germania Superior;Nida-Heddernheim;FCVCV;Dressel 20;8.645835;50.159548;0
Italia;Canale Giancola;SCOPAS;Brindisian amphora;17.85;40.683333;0
Narbonensis;Port-Vendres;CSEMPRONIPOLYCLITI;Dressel 20;3.104371;42.517594;0
Raetia;Kempten;CALCRISPINILLAE;Dressel 6B;10.315858;47.732209;0
Italia;Isola di Giannutri;HMCASSFHADR;Africana 2;11.1;42.25;0
Tarraconensis;San Pedro;SAL;Lamboglia 2;-0.751789;37.802242;0
Tarraconensis;Reus;PALMA;Tegula;1.107423;41.155913;0
Tarraconensis;Ampurias;GANNIRVFINI;Dressel 20;3.117809;42.139543;0
Baetica;Alcolea del Rio;PNN;Dressel 20;-5.666942;37.615058;0
Britannia;West Woodburn;PCLODICELI;Dressel 20;-2.166667;55.166667;0
Italia;Canale Giancola;LVKAON;Brindisian amphora;17.85;40.683333;0
Germania Inferior;Altkalkar;QIA;Dressel 20;6.283333;51.733333;0
Lugdunensis;Nuits-Saint-Georges;IICCLLM;Dressel 20;4.949001;47.136829;0
Germania Superior;Mainz;TLMA;Dressel 10;8.279096;49.984188;0
Baetica;Alcolea del Rio;PNN;Dressel 20;-5.666942;37.615058;0
Narbonensis;Golfe de Fos;MAHESF;Lamboglia 2;4.942851;43.383543;0
Mauretania Tingitana;Banasa;MAEME;Dressel 20;-6.115818;34.60144;0
Italia;Altino;PSEPVLLI;Dressel 6B;12.393333;45.544444;0
Macedonia;Durres;DRN;Lamboglia 2;19.441389;41.323056;0
Germania Superior;Augst;MMCS;Dressel 20;7.717205;47.536818;0
Italia;Canale Giancola;ARCHELA;Brindisian amphora;17.85;40.683333;0
Germania Superior;Frankfurt am Main;QFCF;Dressel 20;8.684167;50.11552;0
Lugdunensis;Lyon?;SAXFER;Dressel 20;4.846711;45.748457;0
Lugdunensis;Mont-Beuvray;SANT;Dressel 1;4.032143;46.92678;0
Germania Superior;Frankfurt am Main;LQS;Dressel 20;8.684167;50.11552;0
Italia;Parenzo (Porec);AELICRIS;Amphora incerta;13.593889;45.225833;0
Tarraconensis;Sant Boi de Llobregat;THEOP;Dressel 2-4 Catalan;2.040791;41.342647;0
Italia;Brindisi;ANINIANA;Brindisian amphora;17.933333;40.633333;0
Sicilia;Erice;MBAI;Greco-Italica;12.583333;38.033333;0
Britannia;London;LAT;Dressel 20;-0.093145;51.514248;0
Narbonensis;Port-Vendres;CSEMPRONIPOLYCLITI;Dressel 20;3.104371;42.517594;0
Italia;Brindisi;APELAES;Brindisian amphora;17.933333;40.633333;0
Britannia;Caerleon;GAF;Dressel 20;-2.958889;51.613333;0
Germania Superior;Mainz;CFVA;Dressel 20;8.279096;49.984188;0
Britannia;Boughton Monchelsea;EB;Dressel 1;0.533333;51.216667;0
Narbonensis;Golfe de Fos;PSAVITI;Dressel 20;4.942851;43.383543;0
Lugdunensis;Mont-Beuvray;LSA;Dressel 1;4.032143;46.92678;0
Italia;Canale Giancola;DEMETRI;Brindisian amphora;17.85;40.683333;0
Italia;Canale Giancola;DIOCLES;Brindisian amphora;17.85;40.683333;0
Italia;Brindisi;DEMETRI;Brindisian amphora;17.933333;40.633333;0
Germania Inferior;Bonn;LQS;Dressel 20;7.095485;50.73438;0
Tarraconensis;Barcelona;EPAPR;Dressel 2-4 Catalan;2.1741;41.398371;0
Tarraconensis;Barcelona;PRI;Dressel 2-4 Catalan;2.1741;41.398371;0
Italia;Brindisi;APLONI;Brindisian amphora;17.933333;40.633333;0
Tarraconensis;Sant Vicenc dels Horts;SYNE;Dressel 2-4 Catalan;2.007994;41.396145;0
Germania Superior;Augst;SAXOFERREO;Dressel 20;7.717205;47.536818;0
Tarraconensis;Cap de Creus;VRITILIB;Dressel 20;3.321807;42.318238;0
Italia;Canale Giancola;APELLAE;Brindisian amphora;17.85;40.683333;0
Narbonensis;Arles;MAEFIRM;Dressel 20;4.636331;43.681659;0
Italia;Padova;LAE;Dressel 6B;11.883333;45.416667;0
Belgica;Amiens;QVALERIESVNERTI;Amphora incerta;2.3;49.9;0
Baetica;Alcolea del Rio;MMCS;Dressel 20;-5.666942;37.615058;0
Germania Superior;Mainz;VONTS;Ignotus;8.279096;49.984188;0
Italia;Canale Giancola;APOLONIDA;Brindisian amphora;17.85;40.683333;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Italia;Ostia Antica;PNN;Dressel 20;12.283333;41.75;0
Germania Inferior;Koln;SISEN;Dressel 20;6.95;50.933333;0
Tarraconensis;Sant Vicenc dels Horts;P;Pascual 1;2.007994;41.396145;0
Italia;Canale Giancola;DIOCLES;Brindisian amphora;17.85;40.683333;0
Tarraconensis;Colonia de Sant Jordi;VA;Dressel 1C;3;39.316667;0
Tarraconensis;Ampurias;LVCRIO;Brindisian amphora;3.117809;42.139543;0
Narbonensis;Tour-bas-Elne;CNECNEI;Amphora incerta;3.002011;42.606461;0
Italia;Vicenza;LAEK;Dressel 6B;11.55;45.55;0
Lugdunensis;Mont-Beuvray;LALLI;Brindisian amphora;4.032143;46.92678;0
Mauretania Tingitana;Bled Takourart (Tocolosida);QCR;Dressel 20;-5.6;34.03;0
Germania Inferior;Koln;QFLAVIFLAVIANI;Dressel 20;6.95;50.933333;0
Narbonensis;Toulouse;QCR;Dressel 20;1.433188;43.599516;0
Italia;Brindisi;APELLE;Brindisian amphora;17.933333;40.633333;0
Italia;Canale Giancola;VISELLI;Brindisian amphora;17.85;40.683333;0
Tarraconensis;Mataro;NP;Dressel 2-4 Catalan;2.444503;41.542113;0
Italia;Albinia;FALE;Dressel 1C;11.25;42.5;0
Aquitania;Bordeaux;TATILIASIATICI;Dressel 20;-0.5805;44.840439;0
Baetica;Palma del Rio;FA;Dressel 20;-5.281208;37.700239;0
Narbonensis;Vienne;A;Dressel 20;4.873453;45.524785;0
Italia;Vicenza;L;Dressel 6B;11.55;45.55;0
Belgica;Amiens;QAELIOPTATI;Dressel 20;2.3;49.9;0
